record_id,ecosystem,source,original_title,normalized_title,pass1_reference,pass1_match_class,otter_id,otter_date,packet_dir,external_representation_type,external_url,local_representation_already_present,novelty_score,identity_confidence,evidence_gain_score,processing_effort,duplication_risk,downstream_utility,preservation_value,acquisition_cost_class,information_gain_effort,acquisition_decision,acquisition_rationale,what_this_could_add,what_we_already_have,blocking_condition,notes
aosrd-webinars-228-YApM3jxDJuc,AOSRD_Clearfield,aosrd_webinars_youtube,The Role of Angiotensin-Converting Enzyme 2 in Sars-CoV 2 by Dr. Halasa,the role of angiotensin converting enzyme 2 in sars cov 2 by dr halasa,aosrd-webinars-228-YApM3jxDJuc,no_match,,,,YouTube_video,https://youtu.be/YApM3jxDJuc,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-229-no_id,AOSRD_Clearfield,aosrd_webinars_vimeo,Pathophysiologic Rationale for Early Treatment of COVID-19 with Dr. Peter McCoullough,pathophysiologic rationale for early treatment of covid 19 with dr peter mccoullough,aosrd-webinars-229-no_id,,,,,Vimeo_video,https://vimeo.com/708132620/fdbff70b66,no,1,unresolved,1,very_high,medium,unknown,unknown,high,unknown,HUMAN_REVIEW,Video available but relationship/utility context is insufficient for an automated acquisition gate.,Unknown.,no,human_review_required,pass3_availability=available_external; captions=not_checked
aosrd-webinars-230-P7DyhMvm0SA,AOSRD_Clearfield,aosrd_webinars_youtube,Anti-Aging Medicine with Dr. Mikhail Berman (Video),anti aging medicine with dr mikhail berman video,aosrd-webinars-230-P7DyhMvm0SA,no_match,,,,AOSRD_PDF,https://aosrd.org/anti-aging-medicine-with-dr-mikhail-berman/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-230-P7DyhMvm0SA,AOSRD_Clearfield,aosrd_webinars_youtube,Anti-Aging Medicine with Dr. Mikhail Berman (Video),anti aging medicine with dr mikhail berman video,aosrd-webinars-230-P7DyhMvm0SA,no_match,,,,YouTube_video,https://youtu.be/P7DyhMvm0SA,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-231-HNjzfx3w6U4,AOSRD_Clearfield,aosrd_webinars_youtube,US Canada Hormone Conference Progesterone (Video),us canada hormone conference progesterone video,aosrd-webinars-231-HNjzfx3w6U4,no_match,,,,YouTube_video,https://youtu.be/HNjzfx3w6U4,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-232-rqFCphSMW1o,AOSRD_Clearfield,aosrd_webinars_youtube,Integrative Medicine and the Law by Judge Egan Walker (Video),integrative medicine and the law by judge egan walker video,aosrd-webinars-232-rqFCphSMW1o,no_match,,,,AOSRD_PDF,https://aosrd.org/integrative-medicine-and-the-law-by-judge-egan-walker/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-232-rqFCphSMW1o,AOSRD_Clearfield,aosrd_webinars_youtube,Integrative Medicine and the Law by Judge Egan Walker (Video),integrative medicine and the law by judge egan walker video,aosrd-webinars-232-rqFCphSMW1o,no_match,,,,YouTube_video,https://youtu.be/rqFCphSMW1o,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-233-GFCg9tySvGI,AOSRD_Clearfield,aosrd_webinars_youtube,"New Horizons in Cancer Treatment by Kalapana Patel, MD (Video)",new horizons in cancer treatment by kalapana patel md video,aosrd-webinars-233-GFCg9tySvGI,no_match,,,,AOSRD_PDF,https://aosrd.org/new-horizons-in-cancer-treatment-kalapana-patel-md/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-233-GFCg9tySvGI,AOSRD_Clearfield,aosrd_webinars_youtube,"New Horizons in Cancer Treatment by Kalapana Patel, MD (Video)",new horizons in cancer treatment by kalapana patel md video,aosrd-webinars-233-GFCg9tySvGI,no_match,,,,YouTube_video,https://youtu.be/GFCg9tySvGI,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-234-5xpAcQ8J7hE,AOSRD_Clearfield,aosrd_webinars_youtube,"Frequency Specific Microcurrent by Carol McMakin, MA,DC (Video)",frequency specific microcurrent by carol mcmakin ma dc video,aosrd-webinars-234-5xpAcQ8J7hE,no_match,,,,AOSRD_PDF,https://aosrd.org/frequency-specific-microcurrent-by-carol-mcmakin-madc/,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-234-5xpAcQ8J7hE,AOSRD_Clearfield,aosrd_webinars_youtube,"Frequency Specific Microcurrent by Carol McMakin, MA,DC (Video)",frequency specific microcurrent by carol mcmakin ma dc video,aosrd-webinars-234-5xpAcQ8J7hE,no_match,,,,YouTube_video,https://youtu.be/5xpAcQ8J7hE,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-235-4ErgdNqYbRc,AOSRD_Clearfield,aosrd_webinars_youtube,Integrative Immuno Oncology Part 2 by Dr. Salaheldin Halasa (Video),integrative immuno oncology part 2 by dr salaheldin halasa video,aosrd-webinars-235-4ErgdNqYbRc,variant_derivative,SdzXWjorAW2NkmSfJoC1PdOzwAE;b2H7gyjRNmbN0l62XtCzeLPovDE;JAhRYbDDwDsC4em3dazDKyDw4gM,2025-05-20;2025-06-24;2025-02-05,Research/lectures/clearfield-webinar-2025-05-20;Research/lectures/clearfield-webinar-2025-06-24;Research/lectures/clearfield-webinar-2025-02-05,AOSRD_PDF,https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is variant_derivative only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,SdzXWjorAW2NkmSfJoC1PdOzwAE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; b2H7gyjRNmbN0l62XtCzeLPovDE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; JAhRYbDDwDsC4em3dazDKyDw4gM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-235-4ErgdNqYbRc,AOSRD_Clearfield,aosrd_webinars_youtube,Integrative Immuno Oncology Part 2 by Dr. Salaheldin Halasa (Video),integrative immuno oncology part 2 by dr salaheldin halasa video,aosrd-webinars-235-4ErgdNqYbRc,variant_derivative,SdzXWjorAW2NkmSfJoC1PdOzwAE;b2H7gyjRNmbN0l62XtCzeLPovDE;JAhRYbDDwDsC4em3dazDKyDw4gM,2025-05-20;2025-06-24;2025-02-05,Research/lectures/clearfield-webinar-2025-05-20;Research/lectures/clearfield-webinar-2025-06-24;Research/lectures/clearfield-webinar-2025-02-05,YouTube_video,https://youtu.be/4ErgdNqYbRc,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only variant_derivative. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,SdzXWjorAW2NkmSfJoC1PdOzwAE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; b2H7gyjRNmbN0l62XtCzeLPovDE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; JAhRYbDDwDsC4em3dazDKyDw4gM:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-236-JdOL-00shnA,AOSRD_Clearfield,aosrd_webinars_youtube,"Chronic Fatigue Syndrome by Dr. Jacob Teitelbaum March 15, 2022 (Video)",chronic fatigue syndrome by dr jacob teitelbaum march 15 2022 video,aosrd-webinars-236-JdOL-00shnA,possible,eEDmdeOTNokKYKUadQuO_9gDjuo,2026-02-25,Research/lectures/clearfield-webinar-2026-02-25,AOSRD_PDF,https://aosrd.org/chronic-fatigue-syndrome/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,eEDmdeOTNokKYKUadQuO_9gDjuo:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-236-JdOL-00shnA,AOSRD_Clearfield,aosrd_webinars_youtube,"Chronic Fatigue Syndrome by Dr. Jacob Teitelbaum March 15, 2022 (Video)",chronic fatigue syndrome by dr jacob teitelbaum march 15 2022 video,aosrd-webinars-236-JdOL-00shnA,possible,eEDmdeOTNokKYKUadQuO_9gDjuo,2026-02-25,Research/lectures/clearfield-webinar-2026-02-25,YouTube_video,https://youtu.be/JdOL-00shnA,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,eEDmdeOTNokKYKUadQuO_9gDjuo:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-237-p59K6kGBP-Y,AOSRD_Clearfield,aosrd_webinars_youtube,Integrative Immuno Oncology by Dr. Salaheldin Halasa (Video),integrative immuno oncology by dr salaheldin halasa video,aosrd-webinars-237-p59K6kGBP-Y,possible,b2H7gyjRNmbN0l62XtCzeLPovDE;SdzXWjorAW2NkmSfJoC1PdOzwAE,2025-06-24;2025-05-20,Research/lectures/clearfield-webinar-2025-06-24;Research/lectures/clearfield-webinar-2025-05-20,AOSRD_PDF,https://aosrd.org/integrative-immuno-oncology-salaheldin-halasa-md/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,b2H7gyjRNmbN0l62XtCzeLPovDE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; SdzXWjorAW2NkmSfJoC1PdOzwAE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-237-p59K6kGBP-Y,AOSRD_Clearfield,aosrd_webinars_youtube,Integrative Immuno Oncology by Dr. Salaheldin Halasa (Video),integrative immuno oncology by dr salaheldin halasa video,aosrd-webinars-237-p59K6kGBP-Y,possible,b2H7gyjRNmbN0l62XtCzeLPovDE;SdzXWjorAW2NkmSfJoC1PdOzwAE,2025-06-24;2025-05-20,Research/lectures/clearfield-webinar-2025-06-24;Research/lectures/clearfield-webinar-2025-05-20,YouTube_video,https://youtu.be/p59K6kGBP-Y,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,b2H7gyjRNmbN0l62XtCzeLPovDE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; SdzXWjorAW2NkmSfJoC1PdOzwAE:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-238-oMjTc20O6Ps,AOSRD_Clearfield,aosrd_webinars_youtube,What I Learned from the Osteopathic Masters-Dr. William Richwine (Video),what i learned from the osteopathic masters dr william richwine video,aosrd-webinars-238-oMjTc20O6Ps,no_match,,,,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/03/What-I-learned-from-the-Osteopathic-Masters-and....-Richwine-William-final-2022.0301-pdf.pdf,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-238-oMjTc20O6Ps,AOSRD_Clearfield,aosrd_webinars_youtube,What I Learned from the Osteopathic Masters-Dr. William Richwine (Video),what i learned from the osteopathic masters dr william richwine video,aosrd-webinars-238-oMjTc20O6Ps,no_match,,,,YouTube_video,https://youtu.be/oMjTc20O6Ps,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-239-NsYPG3wCjiY,AOSRD_Clearfield,aosrd_webinars_youtube,Dermatology Review: Top Ten Chronic Conditions (Part 1) by Dr. Mike Boehmer (Video),dermatology review top ten chronic conditions part 1 by dr mike boehmer video,aosrd-webinars-239-NsYPG3wCjiY,no_match,,,,YouTube_video,https://www.youtube.com/watch?v=NsYPG3wCjiY,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-240-HThPoDCqANk,AOSRD_Clearfield,aosrd_webinars_youtube,Physician Burnout-A Real Problem and a Way Forward by Dr. Yusuf Erskine (Video),physician burnout a real problem and a way forward by dr yusuf erskine video,aosrd-webinars-240-HThPoDCqANk,no_match,,,,YouTube_video,https://youtu.be/HThPoDCqANk,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-241-nqr6cW4Gw_A,AOSRD_Clearfield,aosrd_webinars_youtube,Biological Dentistry by Dr. Scott Chandler (Video),biological dentistry by dr scott chandler video,aosrd-webinars-241-nqr6cW4Gw_A,no_match,,,,AOSRD_PDF,https://aosrd.org/wp-content/uploads/2022/06/The-Future-of-Biological-Dentistry-by-Dr-Scott-Chandler.pdf,no,4,unresolved,3,low,low,medium,medium,low,exceptional,ACQUIRE_CANDIDATE,AOSRD PDF is externally available and Pass 1 found no reasonable Otter candidate (potentially_new_session — not a confirmed new lecture). Low-cost text/visual source that could add a session representation absent from the current 98-session Otter corpus.,PDF lecture notes/slides/figures/references for a source without an Otter packet match.,catalog_record_and_URL_only,,pdf_role=potentially_new_source; pass3_pdf_availability=available_external; pass1_rel=potentially_new_session
aosrd-webinars-241-nqr6cW4Gw_A,AOSRD_Clearfield,aosrd_webinars_youtube,Biological Dentistry by Dr. Scott Chandler (Video),biological dentistry by dr scott chandler video,aosrd-webinars-241-nqr6cW4Gw_A,no_match,,,,YouTube_video,https://www.youtube.com/watch?v=nqr6cW4Gw_A,no,2,unresolved,2,very_high,low,medium,low,very_high,weak,DEFER_EXPENSIVE_VIDEO,Pass 1 has no Otter candidate (potentially_new_session — not confirmed new). A companion AOSRD PDF is externally available and is the preferable low-cost text/visual acquisition path. Video captions are unverified; defer expensive video unless a later authorized pass shows a specific AV-only gap after PDF review.,Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL;+external_PDF_candidate,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=True; pot=potentially_new_session
aosrd-webinars-242-tiIDS69FRkQ,AOSRD_Clearfield,aosrd_webinars_youtube,Pairing Nutrition with Regenerative Medicine by Dr. Brad Watts – Video,pairing nutrition with regenerative medicine by dr brad watts video,aosrd-webinars-242-tiIDS69FRkQ,possible,0pIRZSR5hLU8vZNbqCJ9pLpRE9M;hxlUjPAXSClySIs4HN1P0CWe_Qk,2025-03-05;2026-06-16,Research/lectures/clearfield-webinar-2025-03-05;Research/lectures/clearfield-webinar-2026-06-16,AOSRD_PDF,https://aosrd.org/pairing-nutrition-with-regenerative-medicine-by-dr-brad-watts/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,0pIRZSR5hLU8vZNbqCJ9pLpRE9M:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; hxlUjPAXSClySIs4HN1P0CWe_Qk:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-242-tiIDS69FRkQ,AOSRD_Clearfield,aosrd_webinars_youtube,Pairing Nutrition with Regenerative Medicine by Dr. Brad Watts – Video,pairing nutrition with regenerative medicine by dr brad watts video,aosrd-webinars-242-tiIDS69FRkQ,possible,0pIRZSR5hLU8vZNbqCJ9pLpRE9M;hxlUjPAXSClySIs4HN1P0CWe_Qk,2025-03-05;2026-06-16,Research/lectures/clearfield-webinar-2025-03-05;Research/lectures/clearfield-webinar-2026-06-16,YouTube_video,https://www.youtube.com/watch?v=tiIDS69FRkQ,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,0pIRZSR5hLU8vZNbqCJ9pLpRE9M:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere; hxlUjPAXSClySIs4HN1P0CWe_Qk:otter_transcript+otter_summary+mednote_stack+slides_claimed_elsewhere,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
aosrd-webinars-243-4b4B8KsuzqI,AOSRD_Clearfield,aosrd_webinars_youtube,"Homeostasis Hormesis and Chemical Sensitivity by Dr. Kalapala Patel January 25, 2022 -Video",homeostasis hormesis and chemical sensitivity by dr kalapala patel january 25 2022 video,aosrd-webinars-243-4b4B8KsuzqI,no_match,,,,YouTube_video,https://www.youtube.com/watch?v=4b4B8KsuzqI,no,3,unresolved,2,very_high,low,medium,medium,very_high,poor,DEFER_EXPENSIVE_VIDEO,"Potentially new session relative to Otter corpus (Pass 1 no_match — not confirmed new), but representation is video-only with captions/transcript status not_checked. Acquisition would likely require download + transcription (very high effort) without a verified text route. Defer until caption availability can be verified without downloading, or until a cheaper text representation is found.",Possibly a session absent from Otter — but only after expensive AV processing with unverified captions.,catalog_and_external_URL,verify_captions_or_prefer_PDF_before_any_video_acquire; not_a_confirmed_new_lecture,pass3_availability=available_external; captions=not_checked; has_pdf_also=False; pot=potentially_new_session
aosrd-webinars-244-DwiLCdt69H4,AOSRD_Clearfield,aosrd_webinars_youtube,"Solutions on Suicide January 18, 2022 by Joel Peterson -Video",solutions on suicide january 18 2022 by joel peterson video,aosrd-webinars-244-DwiLCdt69H4,possible,FbRyr7EkkewAoPTmXbK9DtUiA_Y,2024-09-24,Research/lectures/clearfield-webinar-2024-09-24,AOSRD_PDF,https://aosrd.org/solutions-on-suicide-january-18-2022-by-joel-peterson/,yes,2,low,2,low,medium,medium,medium,low,moderate,CONDITIONAL_ACQUIRE,Pass 1 relationship is possible only. PDF is a low-cost artifact that could help resolve identity against Otter candidates and/or add slides if the match is later confirmed. Acquire only as an identity-resolution / enrichment step — not as confirmed new knowledge.,Identity-resolution evidence plus possible visual/source material.,FbRyr7EkkewAoPTmXbK9DtUiA_Y:otter_transcript+otter_summary+mednote_stack,purpose=identity_resolution; confirm human intent before acquire; do not treat as confirmed same-session until reviewed,pdf_role=identity_resolution_candidate; pass3_pdf_availability=available_external; pass1_rel=possible_existing_session_representation
aosrd-webinars-244-DwiLCdt69H4,AOSRD_Clearfield,aosrd_webinars_youtube,"Solutions on Suicide January 18, 2022 by Joel Peterson -Video",solutions on suicide january 18 2022 by joel peterson video,aosrd-webinars-244-DwiLCdt69H4,possible,FbRyr7EkkewAoPTmXbK9DtUiA_Y,2024-09-24,Research/lectures/clearfield-webinar-2024-09-24,YouTube_video,https://www.youtube.com/watch?v=DwiLCdt69H4,yes,1,low,1,very_high,high,low,low,high,poor,DEFER_IDENTITY_UNRESOLVED,Pass 1 match is only possible. Video acquisition/processing is expensive and captions are unverified. Resolve identity first; preferably via the low-cost companion PDF before considering video.,Unclear until identity is resolved; may largely duplicate Otter text.,FbRyr7EkkewAoPTmXbK9DtUiA_Y:otter_transcript+otter_summary+mednote_stack,resolve_identity_before_video_acquisition; prefer_PDF_first,pass3_availability=available_external; captions=not_checked; has_pdf_also=True
